ProjectOrder,Batch,Slot,QuestionID,Stage,StageName,LogicalTopic,Domain,Module,Subtopic,Difficulty,Question
1178,236,3,Q0935,16,"Build, Source Control, IDEs, Logging & Code Quality",Maven & Gradle,Engineering Tools,Maven & Gradle,Maven,D2 Core,How would you optimize a Maven build for a large project with multiple modules?
1179,236,4,Q0936,16,"Build, Source Control, IDEs, Logging & Code Quality",Maven & Gradle,Engineering Tools,Maven & Gradle,Maven,D2 Core,Can you explain the purpose of pom.xml in our Maven project?
1180,236,5,Q0937,16,"Build, Source Control, IDEs, Logging & Code Quality",Maven & Gradle,Engineering Tools,Maven & Gradle,Maven,D2 Core,What's the role of pom.xml in Maven-based projects?
1181,237,1,Q0938,16,"Build, Source Control, IDEs, Logging & Code Quality",Maven & Gradle,Engineering Tools,Maven & Gradle,Maven,D2 Core,What is pom.xml and why do we use it?
1182,237,2,Q0939,16,"Build, Source Control, IDEs, Logging & Code Quality",Maven & Gradle,Engineering Tools,Maven & Gradle,Maven,D2 Core,What's the purpose of mvn clean?
1183,237,3,Q0940,16,"Build, Source Control, IDEs, Logging & Code Quality",Maven & Gradle,Engineering Tools,Maven & Gradle,Maven,D2 Core,Why do we use Maven in our project?
1184,237,4,Q0941,16,"Build, Source Control, IDEs, Logging & Code Quality",Maven & Gradle,Engineering Tools,Maven & Gradle,Maven,D2 Core,What will happen if we don't use Maven?
1185,237,5,Q0942,16,"Build, Source Control, IDEs, Logging & Code Quality",Maven & Gradle,Engineering Tools,Maven & Gradle,Maven,D2 Core,How do you manage dependencies in a Maven project?
1186,238,1,Q0943,16,"Build, Source Control, IDEs, Logging & Code Quality",Maven & Gradle,Engineering Tools,Maven & Gradle,Maven,D2 Core,Why do we run mvn clean before mvn install?
1187,238,2,Q0944,16,"Build, Source Control, IDEs, Logging & Code Quality",Maven & Gradle,Engineering Tools,Maven & Gradle,Maven,D2 Core,Why does everyone choose Maven?
1188,238,3,Q0945,16,"Build, Source Control, IDEs, Logging & Code Quality",Maven & Gradle,Engineering Tools,Maven & Gradle,Maven,D2 Core,What is the difference between Maven Local Repository and Central Repository?
1189,238,4,Q0946,16,"Build, Source Control, IDEs, Logging & Code Quality",Maven & Gradle,Engineering Tools,Maven & Gradle,Maven,D2 Core,Do you know about the .m2 folder?
1190,238,5,Q0947,16,"Build, Source Control, IDEs, Logging & Code Quality",Maven & Gradle,Engineering Tools,Maven & Gradle,Maven,D2 Core,Do you know about Parallel Builds in Maven?
1191,239,1,Q0948,16,"Build, Source Control, IDEs, Logging & Code Quality",Maven & Gradle,Engineering Tools,Maven & Gradle,Maven,D2 Core,Do you know about Maven Dependency Management?
1192,239,2,Q0949,16,"Build, Source Control, IDEs, Logging & Code Quality",Maven & Gradle,Engineering Tools,Maven & Gradle,Maven,D2 Core,"What is the difference between compile, provided, and runtime scopes in Maven?"
1193,239,3,Q0950,16,"Build, Source Control, IDEs, Logging & Code Quality",Maven & Gradle,Engineering Tools,Maven & Gradle,Maven,D2 Core,What's the difference between dependencyManagement and dependencies in pom.xml?
1194,239,4,Q0951,16,"Build, Source Control, IDEs, Logging & Code Quality",Maven & Gradle,Engineering Tools,Maven & Gradle,Maven,D2 Core,You want to run Maven Install but skip all Test Cases. How would you do that?
1195,239,5,Q0953,16,"Build, Source Control, IDEs, Logging & Code Quality",Maven & Gradle,Engineering Tools,Maven & Gradle,Maven / Debugging,D2 Core,How would you debug a Maven Build Failure?
1196,240,1,Q0954,16,"Build, Source Control, IDEs, Logging & Code Quality",Maven & Gradle,Engineering Tools,Maven & Gradle,Maven / Dependencies,D2 Core,What are Dependencies and why do we need them?
1197,240,2,Q0955,16,"Build, Source Control, IDEs, Logging & Code Quality",Maven & Gradle,Engineering Tools,Maven & Gradle,Maven / Dependencies,D2 Core,Do we store Dependencies locally or just fetch them from the Internet?
1198,240,3,Q0956,16,"Build, Source Control, IDEs, Logging & Code Quality",Maven & Gradle,Engineering Tools,Maven & Gradle,Maven / Dependency Conflict,D2 Core,What happens if a starter dependency includes conflicting versions of libraries with other dependencies in the project?
1199,240,4,Q0957,16,"Build, Source Control, IDEs, Logging & Code Quality",Maven & Gradle,Engineering Tools,Maven & Gradle,Maven / Dependency Conflict,D2 Core,How will you overcome this dependency version conflict?
1200,240,5,Q0958,16,"Build, Source Control, IDEs, Logging & Code Quality",Maven & Gradle,Engineering Tools,Maven & Gradle,Maven / Dependency Conflict,D2 Core,Your build is failing because of Dependency Version Conflicts. How would you resolve the conflicts in Maven?
1201,241,1,Q0959,16,"Build, Source Control, IDEs, Logging & Code Quality",Maven & Gradle,Engineering Tools,Maven & Gradle,Maven / Dependency Management,D2 Core,"You updated a Dependency in pom.xml, but the application is still using the old version. How would you fix it?"
1202,241,2,Q0960,16,"Build, Source Control, IDEs, Logging & Code Quality",Maven & Gradle,Engineering Tools,Maven & Gradle,Maven / Dependency Management,D2 Core,How do you manage Dependencies in a Large Project using a BOM?
1203,241,3,Q0961,16,"Build, Source Control, IDEs, Logging & Code Quality",Maven & Gradle,Engineering Tools,Maven & Gradle,Maven / Dependency Resolution,D2 Core,"You added a JAR Dependency to pom.xml, but Maven is not downloading it. How would you troubleshoot it?"
1204,241,4,Q0962,16,"Build, Source Control, IDEs, Logging & Code Quality",Maven & Gradle,Engineering Tools,Maven & Gradle,Maven / Gradle,D2 Core,What is the difference between Gradle and Maven?
1205,241,5,Q0963,16,"Build, Source Control, IDEs, Logging & Code Quality",Maven & Gradle,Engineering Tools,Maven & Gradle,Maven / Gradle,D2 Core,"Which has more advantages, Gradle or Maven, and in what aspects?"
1206,242,1,Q0964,16,"Build, Source Control, IDEs, Logging & Code Quality",Maven & Gradle,Engineering Tools,Maven & Gradle,Maven / Dependencies,D3 Applied,How do Dependencies connect with our project internally or behind the scenes?
1207,242,2,Q0965,16,"Build, Source Control, IDEs, Logging & Code Quality",Maven & Gradle,Engineering Tools,Maven & Gradle,Gradle,D4 Experience,Have you worked with Gradle?
1208,242,3,Q0966,16,"Build, Source Control, IDEs, Logging & Code Quality",Maven & Gradle,Engineering Tools,Maven & Gradle,Maven,D4 Experience,Have you faced any dependency conflicts in your Maven project?
1209,242,4,Q0967,16,"Build, Source Control, IDEs, Logging & Code Quality",Maven & Gradle,Engineering Tools,Maven & Gradle,Maven,D4 Experience,Are you using Maven or Gradle?
1210,242,5,Q0968,16,"Build, Source Control, IDEs, Logging & Code Quality",Maven & Gradle,Engineering Tools,Maven & Gradle,Maven,D4 Experience,Have you created a JAR file before?
1211,243,1,Q0969,16,"Build, Source Control, IDEs, Logging & Code Quality",Maven & Gradle,Engineering Tools,Maven & Gradle,Maven,D4 Experience,Can you explain a complex build process you have configured using Maven?
1212,243,2,Q0970,16,"Build, Source Control, IDEs, Logging & Code Quality",Maven & Gradle,Engineering Tools,Maven & Gradle,Maven,D4 Experience,Have you worked with a Multi-Module Maven project?
1213,243,3,Q0971,16,"Build, Source Control, IDEs, Logging & Code Quality",Maven & Gradle,Engineering Tools,Maven & Gradle,Maven / Dependency Conflict,D4 Experience,Have you faced any Dependency Version-related issues in your Spring Boot project?
1214,243,4,Q0972,16,"Build, Source Control, IDEs, Logging & Code Quality","Git, Bitbucket & Source Control",Engineering Tools,"Git, Bitbucket & Source Control",Git,D1 Foundation,What is Git cherry-pick?
1215,243,5,Q0973,16,"Build, Source Control, IDEs, Logging & Code Quality","Git, Bitbucket & Source Control",Engineering Tools,"Git, Bitbucket & Source Control",Git,D1 Foundation,What is the Git rebase process?
1216,244,1,Q0974,16,"Build, Source Control, IDEs, Logging & Code Quality","Git, Bitbucket & Source Control",Engineering Tools,"Git, Bitbucket & Source Control",Git,D1 Foundation,What are the best practices to avoid Git Conflicts?
1217,244,2,Q0975,16,"Build, Source Control, IDEs, Logging & Code Quality","Git, Bitbucket & Source Control",Engineering Tools,"Git, Bitbucket & Source Control",Git / Squash,D1 Foundation,"What is Git Squash, and how is it used when you want several Feature Branch commits to appear as one commit?"
1218,244,3,Q0976,16,"Build, Source Control, IDEs, Logging & Code Quality","Git, Bitbucket & Source Control",Engineering Tools,"Git, Bitbucket & Source Control",Git,D2 Core,Do you know about Git commands?
1219,244,4,Q0977,16,"Build, Source Control, IDEs, Logging & Code Quality","Git, Bitbucket & Source Control",Engineering Tools,"Git, Bitbucket & Source Control",Git,D2 Core,What's the difference between Git rebase and Git merge?
1220,244,5,Q0978,16,"Build, Source Control, IDEs, Logging & Code Quality","Git, Bitbucket & Source Control",Engineering Tools,"Git, Bitbucket & Source Control",Git,D2 Core,Tell me five common Git commands.
1221,245,1,Q0979,16,"Build, Source Control, IDEs, Logging & Code Quality","Git, Bitbucket & Source Control",Engineering Tools,"Git, Bitbucket & Source Control",Git,D2 Core,What does rebase mean?
1222,245,2,Q0980,16,"Build, Source Control, IDEs, Logging & Code Quality","Git, Bitbucket & Source Control",Engineering Tools,"Git, Bitbucket & Source Control",Git,D2 Core,Tell me two or three Git commands that we use in day-to-day tasks and two or three Git commands that we don't use regularly but are important.
1223,245,3,Q0981,16,"Build, Source Control, IDEs, Logging & Code Quality","Git, Bitbucket & Source Control",Engineering Tools,"Git, Bitbucket & Source Control",Git,D2 Core,Can you explain the rebase process and its advantages over Git merge?
1224,245,4,Q0982,16,"Build, Source Control, IDEs, Logging & Code Quality","Git, Bitbucket & Source Control",Engineering Tools,"Git, Bitbucket & Source Control",Git,D2 Core,"What's the difference between git clone, git pull, and git fetch?"
1225,245,5,Q0983,16,"Build, Source Control, IDEs, Logging & Code Quality","Git, Bitbucket & Source Control",Engineering Tools,"Git, Bitbucket & Source Control",Git,D2 Core,Where can we use Git Rebase?
1226,246,1,Q0984,16,"Build, Source Control, IDEs, Logging & Code Quality","Git, Bitbucket & Source Control",Engineering Tools,"Git, Bitbucket & Source Control",Git,D2 Core,Tell me the three most frequently used Git commands.
1227,246,2,Q0985,16,"Build, Source Control, IDEs, Logging & Code Quality","Git, Bitbucket & Source Control",Engineering Tools,"Git, Bitbucket & Source Control",Git,D2 Core,What's the difference between git revert and git reset?
1228,246,3,Q0986,16,"Build, Source Control, IDEs, Logging & Code Quality","Git, Bitbucket & Source Control",Engineering Tools,"Git, Bitbucket & Source Control",Git,D2 Core,Why is Rebase sometimes dangerous on shared Branches?
1229,246,4,Q0987,16,"Build, Source Control, IDEs, Logging & Code Quality","Git, Bitbucket & Source Control",Engineering Tools,"Git, Bitbucket & Source Control",Git,D2 Core,What is the difference between git pull and git fetch?
1230,246,5,Q0988,16,"Build, Source Control, IDEs, Logging & Code Quality","Git, Bitbucket & Source Control",Engineering Tools,"Git, Bitbucket & Source Control",Git,D2 Core,What does git stash do?
1231,247,1,Q0989,16,"Build, Source Control, IDEs, Logging & Code Quality","Git, Bitbucket & Source Control",Engineering Tools,"Git, Bitbucket & Source Control",Git,D2 Core,What is the difference between Git and GitHub?
1232,247,2,Q0990,16,"Build, Source Control, IDEs, Logging & Code Quality","Git, Bitbucket & Source Control",Engineering Tools,"Git, Bitbucket & Source Control",Git,D2 Core,You accidentally pushed changes to the Main Branch. How would you revert those changes?
1233,247,3,Q0991,16,"Build, Source Control, IDEs, Logging & Code Quality","Git, Bitbucket & Source Control",Engineering Tools,"Git, Bitbucket & Source Control",Git / Cherry-Pick,D2 Core,"Your Feature Branch has 100 commits, but you want to merge only 10 selected random commits into the Dev Branch. What would you do?"
1234,247,4,Q0992,16,"Build, Source Control, IDEs, Logging & Code Quality","Git, Bitbucket & Source Control",Engineering Tools,"Git, Bitbucket & Source Control",Git / Cherry-Pick,D2 Core,"Your Feature Branch has 30 commits, but only five non-sequential commits should be merged into Master. How would you merge only those five commits?"
1235,247,5,Q0994,16,"Build, Source Control, IDEs, Logging & Code Quality","Git, Bitbucket & Source Control",Engineering Tools,"Git, Bitbucket & Source Control",Git / Security,D2 Core,What tool would you use for Secret Scanning or Pre-Commit Secret Detection?
1236,248,1,Q0995,16,"Build, Source Control, IDEs, Logging & Code Quality","Git, Bitbucket & Source Control",Engineering Tools,"Git, Bitbucket & Source Control",IDE / Git,D2 Core,Are there built-in tools in Eclipse and IntelliJ to resolve merge conflicts?
1237,248,2,Q0996,16,"Build, Source Control, IDEs, Logging & Code Quality","Git, Bitbucket & Source Control",Engineering Tools,"Git, Bitbucket & Source Control",IDE / Git,D2 Core,Is there any way to revert Git changes from IntelliJ?
1238,248,3,Q0997,16,"Build, Source Control, IDEs, Logging & Code Quality","Git, Bitbucket & Source Control",Engineering Tools,"Git, Bitbucket & Source Control",Git / Security,D3 Applied,"Suppose you committed sensitive credentials to Git by mistake. What would you do immediately, and what would you implement to prevent it in the future?"
1239,248,4,Q0998,16,"Build, Source Control, IDEs, Logging & Code Quality","Git, Bitbucket & Source Control",Engineering Tools,"Git, Bitbucket & Source Control",Git,D4 Experience,Which Git collaboration tool are you guys using?
1240,248,5,Q0999,16,"Build, Source Control, IDEs, Logging & Code Quality","Git, Bitbucket & Source Control",Engineering Tools,"Git, Bitbucket & Source Control",Git,D4 Experience,"Which version control do you use, GitHub or GitLab?"
1241,249,1,Q1000,16,"Build, Source Control, IDEs, Logging & Code Quality","Git, Bitbucket & Source Control",Engineering Tools,"Git, Bitbucket & Source Control",Git,D4 Experience,How do you manage merge conflicts?
